"videoId","categoryId","category","duration","viewCount","commentCount","channelId"
"PWCNHSePG94","26","Howto & Style","PT4M50S","9814","68","UC9PgszLOAWhQC6orYejcJlw"
"rPjHNuy4n0M","26","Howto & Style","PT5M11S","6299","61","UC9PgszLOAWhQC6orYejcJlw"
"dRBSnbRhr8s","26","Howto & Style","PT3M58S","12983","78","UC9PgszLOAWhQC6orYejcJlw"
"BAp34Myn5BM","26","Howto & Style","PT4M52S","7963","94","UC9PgszLOAWhQC6orYejcJlw"
"GJtGANNSW3w","26","Howto & Style","PT4M23S","33927","97","UC9PgszLOAWhQC6orYejcJlw"
"sCMqYa2IS2c","26","Howto & Style","PT4M21S","15722","54","UC9PgszLOAWhQC6orYejcJlw"
"-yMyxRaEdmA","26","Howto & Style","PT4M51S","9967","97","UC9PgszLOAWhQC6orYejcJlw"
"F2DrMv3XdlY","26","Howto & Style","PT4M42S","10414","59","UC9PgszLOAWhQC6orYejcJlw"
"1lGew_dLeU8","26","Howto & Style","PT3M18S","9795","67","UC9PgszLOAWhQC6orYejcJlw"
"HbYO86CVy7Y","26","Howto & Style","PT4M38S","8030","55","UC9PgszLOAWhQC6orYejcJlw"
"z-1_kyGKsL0","26","Howto & Style","PT4M11S","6378","39","UC9PgszLOAWhQC6orYejcJlw"
"qV3yJiTIH0k","26","Howto & Style","PT3M42S","7855","45","UC9PgszLOAWhQC6orYejcJlw"
"XvIHssc324g","26","Howto & Style","PT5M38S","9544","71","UC9PgszLOAWhQC6orYejcJlw"
"NHD4JALf-c0","26","Howto & Style","PT5M26S","11246","63","UC9PgszLOAWhQC6orYejcJlw"
"lEor0nucMSM","26","Howto & Style","PT4M29S","16188","56","UC9PgszLOAWhQC6orYejcJlw"
"lCF4oYGO5fA","26","Howto & Style","PT4M58S","9122","93","UC9PgszLOAWhQC6orYejcJlw"
"NxS22FNhCIM","26","Howto & Style","PT6M10S","30604","121","UC9PgszLOAWhQC6orYejcJlw"
"iDw724Gc-9M","26","Howto & Style","PT4M34S","8431","59","UC9PgszLOAWhQC6orYejcJlw"
"EDAJzJqB4mw","26","Howto & Style","PT3M40S","6365","49","UC9PgszLOAWhQC6orYejcJlw"
"2Qz_nJ_QFL8","26","Howto & Style","PT4M8S","129987","268","UC9PgszLOAWhQC6orYejcJlw"
"SuM05sqbRNU","26","Howto & Style","PT4M48S","11105","107","UC9PgszLOAWhQC6orYejcJlw"
"ctno8Jdv3wk","26","Howto & Style","PT4M29S","8142","54","UC9PgszLOAWhQC6orYejcJlw"
"A29qjAWnzLA","26","Howto & Style","PT3M34S","7714","55","UC9PgszLOAWhQC6orYejcJlw"
"SSUwo4OksP0","26","Howto & Style","PT3M58S","7505","45","UC9PgszLOAWhQC6orYejcJlw"
"4fmpw9cdtaU","26","Howto & Style","PT3M36S","7160","32","UC9PgszLOAWhQC6orYejcJlw"
"6TJ4_8e9jls","26","Howto & Style","PT4M30S","6495","42","UC9PgszLOAWhQC6orYejcJlw"
"RuzTbcKURHM","26","Howto & Style","PT3M43S","11763","187","UC9PgszLOAWhQC6orYejcJlw"
"ysK9y4CDxK4","26","Howto & Style","PT3M55S","5683","36","UC9PgszLOAWhQC6orYejcJlw"
"d5-PPU7NFqs","26","Howto & Style","PT4M44S","7130","41","UC9PgszLOAWhQC6orYejcJlw"
"mBD7eccz4Zo","26","Howto & Style","PT3M3S","8308","108","UC9PgszLOAWhQC6orYejcJlw"
"Tjxu6MRGO2k","26","Howto & Style","PT4M52S","19133","245","UC9PgszLOAWhQC6orYejcJlw"
"2VGGZ-edSy0","26","Howto & Style","PT3M28S","9476","80","UC9PgszLOAWhQC6orYejcJlw"
"sJZcNnsMRHo","26","Howto & Style","PT4M27S","10799","83","UC9PgszLOAWhQC6orYejcJlw"
"c-UoGXaTs68","26","Howto & Style","PT3M32S","7337","43","UC9PgszLOAWhQC6orYejcJlw"
"7nCAx4AJO8U","26","Howto & Style","PT3M22S","23853","92","UC9PgszLOAWhQC6orYejcJlw"
"n2-GF5pIic0","26","Howto & Style","PT3M59S","11264","95","UC9PgszLOAWhQC6orYejcJlw"
"bQVXGc1NFA0","26","Howto & Style","PT3M50S","10049","106","UC9PgszLOAWhQC6orYejcJlw"
"Xhleatcq_g0","26","Howto & Style","PT3M27S","6500","49","UC9PgszLOAWhQC6orYejcJlw"
"PRxcr3JA5KE","26","Howto & Style","PT4M11S","6842","52","UC9PgszLOAWhQC6orYejcJlw"
"3uu6-BoNZ68","26","Howto & Style","PT3M40S","11346","57","UC9PgszLOAWhQC6orYejcJlw"
"_vYwj47x9kw","26","Howto & Style","PT3M56S","8857","60","UC9PgszLOAWhQC6orYejcJlw"
"BE22HBN0C3E","26","Howto & Style","PT3M20S","8036","54","UC9PgszLOAWhQC6orYejcJlw"
"qtVi7Ep6TNc","26","Howto & Style","PT3M28S","15019","107","UC9PgszLOAWhQC6orYejcJlw"
"lQnJplCF08I","26","Howto & Style","PT3M53S","12786","81","UC9PgszLOAWhQC6orYejcJlw"
"T4p26ySB168","26","Howto & Style","PT3M43S","9347","69","UC9PgszLOAWhQC6orYejcJlw"
"Ny9O4qJO7-I","26","Howto & Style","PT3M19S","105696","167","UC9PgszLOAWhQC6orYejcJlw"
"qDkIMGEFPXU","26","Howto & Style","PT3M58S","9753","104","UC9PgszLOAWhQC6orYejcJlw"
"tRxO1zCqoB4","26","Howto & Style","PT4M25S","8746","109","UC9PgszLOAWhQC6orYejcJlw"
"gBSinl1S3uE","26","Howto & Style","PT4M59S","8900","105","UC9PgszLOAWhQC6orYejcJlw"
"X4ksP75aqEI","26","Howto & Style","PT4M15S","9009","155","UC9PgszLOAWhQC6orYejcJlw"
"zQspgw1irco","26","Howto & Style","PT5M17S","9682","110","UC9PgszLOAWhQC6orYejcJlw"
"y2ZzniTCyGA","26","Howto & Style","PT5M41S","24400","115","UC9PgszLOAWhQC6orYejcJlw"
"vknBVNdNzjA","26","Howto & Style","PT4M38S","18330","138","UC9PgszLOAWhQC6orYejcJlw"
"Xa1jh2LRoRI","26","Howto & Style","PT5M10S","6247","67","UC9PgszLOAWhQC6orYejcJlw"
"0gNqS-AVx9k","26","Howto & Style","PT3M50S","7153","48","UC9PgszLOAWhQC6orYejcJlw"
"NNTNOIAUP9Q","26","Howto & Style","PT3M34S","10175","73","UC9PgszLOAWhQC6orYejcJlw"
"LGP53Y2osHw","26","Howto & Style","PT4M33S","9479","68","UC9PgszLOAWhQC6orYejcJlw"
"DwWgQkIiTfc","26","Howto & Style","PT4M49S","10469","119","UC9PgszLOAWhQC6orYejcJlw"
"_hc6X6jZraY","26","Howto & Style","PT4M29S","7852","45","UC9PgszLOAWhQC6orYejcJlw"
"RoWzkcfPSKE","26","Howto & Style","PT4M16S","8510","56","UC9PgszLOAWhQC6orYejcJlw"
"XtoB1_CFgoA","26","Howto & Style","PT5M10S","29806","87","UC9PgszLOAWhQC6orYejcJlw"
"XWXNbCE1PPY","26","Howto & Style","PT4M8S","13888","116","UC9PgszLOAWhQC6orYejcJlw"
"36OERgRDRiI","26","Howto & Style","PT4M54S","10951","94","UC9PgszLOAWhQC6orYejcJlw"
"A2u8R-cE61E","26","Howto & Style","PT4M24S","120577","205","UC9PgszLOAWhQC6orYejcJlw"
"S8WYiY2Gtn8","26","Howto & Style","PT4M28S","9144","104","UC9PgszLOAWhQC6orYejcJlw"
"6Sp2Xh7p-DU","26","Howto & Style","PT3M56S","8291","53","UC9PgszLOAWhQC6orYejcJlw"
"NQ_4A3mSSbY","26","Howto & Style","PT3M16S","9092","71","UC9PgszLOAWhQC6orYejcJlw"
"leQ242xoHWI","26","Howto & Style","PT3M37S","261960","372","UC9PgszLOAWhQC6orYejcJlw"
"fQc-mUpVq-E","26","Howto & Style","PT3M45S","26424","155","UC9PgszLOAWhQC6orYejcJlw"
"iTkAREt7PG4","26","Howto & Style","PT5M17S","10630","62","UC9PgszLOAWhQC6orYejcJlw"
"ssm9YKCxgSE","26","Howto & Style","PT3M44S","5930","36","UC9PgszLOAWhQC6orYejcJlw"
"Mb1C9kOP3xw","26","Howto & Style","PT3M36S","15707","128","UC9PgszLOAWhQC6orYejcJlw"
"LFecFoeAAeU","26","Howto & Style","PT3M28S","12528","58","UC9PgszLOAWhQC6orYejcJlw"
"QsruFIqSAmo","26","Howto & Style","PT3M50S","21014","105","UC9PgszLOAWhQC6orYejcJlw"
"oK8IF7nE8_Y","26","Howto & Style","PT3M27S","7613","79","UC9PgszLOAWhQC6orYejcJlw"
"4gsG3PbTxRU","26","Howto & Style","PT3M58S","18702","78","UC9PgszLOAWhQC6orYejcJlw"
"ZzrmTZvpdwc","26","Howto & Style","PT4M28S","9168","99","UC9PgszLOAWhQC6orYejcJlw"
"Pjzl49XkG9Y","26","Howto & Style","PT4M22S","13499","74","UC9PgszLOAWhQC6orYejcJlw"
"dB_Dll852WM","26","Howto & Style","PT3M16S","19853","272","UC9PgszLOAWhQC6orYejcJlw"
"U3nHueMitNw","26","Howto & Style","PT3M25S","7962","80","UC9PgszLOAWhQC6orYejcJlw"
"5UZW1IOWilg","26","Howto & Style","PT4M1S","9556","30","UC9PgszLOAWhQC6orYejcJlw"
"UHyvbxs67d4","26","Howto & Style","PT3M45S","11314","69","UC9PgszLOAWhQC6orYejcJlw"
"ivTcw3PQ_Zg","26","Howto & Style","PT3M48S","11536","76","UC9PgszLOAWhQC6orYejcJlw"
"l509_r53KGQ","26","Howto & Style","PT3M16S","12789","76","UC9PgszLOAWhQC6orYejcJlw"
"ScnEfANePlo","26","Howto & Style","PT4M4S","12693","122","UC9PgszLOAWhQC6orYejcJlw"
"F7gN5h6_VOQ","26","Howto & Style","PT4M11S","9065","76","UC9PgszLOAWhQC6orYejcJlw"
"TkAW6Fqwmlg","26","Howto & Style","PT4M1S","6767","54","UC9PgszLOAWhQC6orYejcJlw"
"M3IbQxvy_40","26","Howto & Style","PT3M29S","11283","85","UC9PgszLOAWhQC6orYejcJlw"
"dywhL6u50tQ","26","Howto & Style","PT3M27S","11125","81","UC9PgszLOAWhQC6orYejcJlw"
"k6d-yS7qVtA","26","Howto & Style","PT3M44S","80194","214","UC9PgszLOAWhQC6orYejcJlw"
"0k1IvICxwUc","26","Howto & Style","PT6M45S","148065","212","UC9PgszLOAWhQC6orYejcJlw"
"DEB_gjs7TrI","26","Howto & Style","PT4M11S","9762","58","UC9PgszLOAWhQC6orYejcJlw"
"rlEbUJzi1hU","26","Howto & Style","PT4M10S","15249","73","UC9PgszLOAWhQC6orYejcJlw"
"7fs_miPZlbk","26","Howto & Style","PT3M47S","11513","106","UC9PgszLOAWhQC6orYejcJlw"
"Z86XSJVrZdA","26","Howto & Style","PT4M","10247","56","UC9PgszLOAWhQC6orYejcJlw"
"X54h7CWtbpk","26","Howto & Style","PT4M27S","44335","92","UC9PgszLOAWhQC6orYejcJlw"
"tFvuNgSBJRE","26","Howto & Style","PT4M12S","18961","71","UC9PgszLOAWhQC6orYejcJlw"
"3U3RgFJceyw","26","Howto & Style","PT4M40S","84618","231","UC9PgszLOAWhQC6orYejcJlw"
"21gV-DHMyAk","26","Howto & Style","PT4M17S","144530","321","UC9PgszLOAWhQC6orYejcJlw"
"98SrNAGlw50","26","Howto & Style","PT3M47S","22133","124","UC9PgszLOAWhQC6orYejcJlw"
"lThUcBMIRts","26","Howto & Style","PT4M39S","13486","52","UC9PgszLOAWhQC6orYejcJlw"
"OfkB8BoMTYE","26","Howto & Style","PT4M49S","20732","72","UC9PgszLOAWhQC6orYejcJlw"
"P-3L8onzrII","26","Howto & Style","PT4M14S","16704","133","UC9PgszLOAWhQC6orYejcJlw"
"qHNO_1lEVFc","26","Howto & Style","PT4M24S","17709","44","UC9PgszLOAWhQC6orYejcJlw"
"qW7IyHPrl0U","26","Howto & Style","PT4M37S","19917","139","UC9PgszLOAWhQC6orYejcJlw"
"R9YaJ6jSpso","29","Nonprofits & Activism","PT16S","323","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"zr1W7JC70bo","29","Nonprofits & Activism","PT16S","741","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"ICYNJjuLeGc","29","Nonprofits & Activism","PT15S","105","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"XDhFFdiEHYs","29","Nonprofits & Activism","PT15S","122","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"78uWAaW6pKA","29","Nonprofits & Activism","PT3M4S","346","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"4bHS_35okDs","29","Nonprofits & Activism","PT3M5S","1083","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"YdhTLl0ei8o","29","Nonprofits & Activism","PT2M56S","36","0","UCpNnv_kL4Jk8YG_VflnZpmg"
"Ti0dN1vmDhA","29","Nonprofits & Activism","PT2M24S","23","0","UCpNnv_kL4Jk8YG_VflnZpmg"
